read_name	gene_name	./inst/extdata/mapping2apd bam	./inst/extdata/mapping2cox.bam	./inst/extdata/mapping2dbb.bam	./inst/extdata/mapping2mann.bam	./inst/extdata/mapping2mcf.bam	./inst/extdata/mapping2pgf.bam	./inst/extdata/mapping2qbl.bam	./inst/extdata/mapping2ssto.bam
WTCHG_18627:2:100:13074:8542	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:13389:2753	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:13452:17751	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:13463:2990	HLA-DRA	NA	0	3	3	3	2	3	3
WTCHG_18627:2:100:1360:6658	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:13761:6920	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:1376:21108	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:100:13774:18037	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:13909:17311	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:14088:15546	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:14119:21093	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:100:14251:7254	HLA-DRA	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:14317:7838	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:14365:6080	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:14436:18392	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:14706:5025	HLA-DRA	NA	0	3	3	3	NA	3	3
WTCHG_18627:2:100:15602:1531	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:15840:15528	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:16113:21004	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:16141:1058	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:16261:1477	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:16374:19013	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:16514:6008	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:16755:9741	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:1703:12556	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:17112:13664	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:1711:7189	HLA-DRA	NA	1	2	1	1	0	1	1
WTCHG_18627:2:100:17127:7218	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:17201:18552	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:17224:10784	HLA-DRA	NA	0	0	NA	NA	0	NA	NA
WTCHG_18627:2:100:17499:11705	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:17663:11203	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:17738:12989	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:100:17789:6292	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:17996:12949	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:1801:9743	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:18031:13896	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:18069:4333	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:18396:3365	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:18408:11591	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:18540:19511	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:18681:2928	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:18763:16251	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:18800:11644	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:19084:4030	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:19257:12280	HLA-DRA	NA	0	3	3	3	NA	3	3
WTCHG_18627:2:100:1958:6240	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:19649:14716	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:100:19656:6262	HLA-DRA	NA	NA	2	2	2	0	2	2
WTCHG_18627:2:100:2029:4363	HLA-DRA	NA	4	3	3	3	1	3	3
WTCHG_18627:2:100:2268:17746	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:2353:6926	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:2438:8170	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:2538:9498	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:2545:20939	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:2834:18196	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:2986:8579	HLA-DRA	NA	2	1	1	1	0	1	1
WTCHG_18627:2:100:3044:2278	HLA-DRA	NA	0	2	1	1	NA	1	1
WTCHG_18627:2:100:3231:11364	HLA-DRA	NA	2	2	2	2	1	2	2
WTCHG_18627:2:100:3369:3329	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:3586:2734	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:100:3589:1227	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:3641:11514	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:4029:19743	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:4138:15657	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:4321:16111	HLA-DRA	NA	1	3	2	2	1	2	2
WTCHG_18627:2:100:4356:10190	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:100:4467:2349	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:100:4620:10454	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:100:4859:10314	HLA-DRA	NA	1	1	1	1	2	1	1
WTCHG_18627:2:100:4977:9947	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:5010:16242	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:5042:6398	HLA-DRA	NA	1	1	1	1	1	1	1
WTCHG_18627:2:100:5123:14314	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:5420:17309	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:5583:20174	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:5661:5484	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:100:5737:10972	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:5835:4294	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:5955:6994	HLA-DRA	NA	0	3	3	3	NA	3	3
WTCHG_18627:2:100:5957:10061	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:6034:16246	HLA-DRA	NA	3	1	1	1	0	1	1
WTCHG_18627:2:100:6131:18383	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:6630:3419	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:6937:12285	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:7075:11816	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:7240:3004	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:100:7290:15811	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:100:7348:3320	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:7595:7570	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:7695:1088	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:7725:21359	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:100:7891:5092	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:8111:12994	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:8386:8112	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:8492:13210	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:100:8529:18443	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:8620:18955	HLA-DRA	NA	1	1	1	1	1	1	1
WTCHG_18627:2:100:8648:19380	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:8886:6731	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:100:8927:3695	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:100:8945:6313	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:100:9374:20915	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:10070:12737	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:10072:5777	HLA-DRA	NA	1	2	1	1	1	1	1
WTCHG_18627:2:101:10145:8365	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:10224:7535	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:101:10399:14568	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:10514:9621	HLA-DRA	NA	2	0	0	0	0	0	0
WTCHG_18627:2:101:10644:16050	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:10739:2047	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:10842:4424	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:10879:1237	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:10976:3783	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:11092:16467	HLA-DRA	NA	2	2	2	2	2	2	2
WTCHG_18627:2:101:11139:14706	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:11159:10065	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:11230:19843	HLA-DRA	NA	1	1	1	1	1	1	1
WTCHG_18627:2:101:1124:3060	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:11368:11854	HLA-DRA	NA	0	3	3	3	NA	3	3
WTCHG_18627:2:101:11461:10898	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:11970:10713	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:12036:1048	HLA-DRA	NA	2	2	2	2	1	2	2
WTCHG_18627:2:101:12824:15858	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:12846:3267	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:12944:9113	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:101:13450:17315	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:13506:10226	HLA-DRA	NA	2	1	1	1	0	1	1
WTCHG_18627:2:101:13630:16512	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:13703:12622	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:13725:14842	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:1419:4144	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:1427:5578	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:14323:19980	HLA-DRA	NA	0	2	2	2	2	2	2
WTCHG_18627:2:101:14419:15425	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:1451:3804	HLA-DRA	NA	NA	NA	NA	NA	4	NA	NA
WTCHG_18627:2:101:14648:4576	HLA-DRA	NA	NA	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:14667:16702	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:14835:6288	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:14890:16367	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:101:15094:15475	HLA-DRA	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:15286:13007	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:15302:16346	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:15344:20720	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:15491:12246	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:15493:16803	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:1550:13624	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:15518:3047	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:15533:2073	HLA-DRA	NA	3	3	3	3	3	3	3
WTCHG_18627:2:101:15722:11101	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:15884:13053	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:15993:17360	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:16030:18933	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:16140:15818	HLA-DRA	NA	NA	NA	1	1	NA	1	1
WTCHG_18627:2:101:16167:1452	HLA-DRA	NA	NA	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:16264:15449	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:1639:11288	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:16501:2341	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:16508:10533	HLA-DRA	NA	1	1	1	1	1	1	1
WTCHG_18627:2:101:16638:16278	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:16774:14261	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:16858:15606	HLA-DRA	NA	2	1	1	1	1	1	1
WTCHG_18627:2:101:17025:11993	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:17122:3856	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:101:17179:16019	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:101:17200:15378	HLA-DRA	NA	0	3	3	3	NA	3	3
WTCHG_18627:2:101:17235:18982	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:17336:4890	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:17486:16117	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:17531:21309	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:17581:12959	HLA-DRA	NA	NA	2	2	2	0	2	2
WTCHG_18627:2:101:18202:16391	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:18244:17681	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:18449:17923	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:18458:11213	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:18650:14176	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:101:18724:1163	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:18840:10158	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:18973:5687	HLA-DRA	NA	0	3	3	3	2	3	3
WTCHG_18627:2:101:19466:18109	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:19479:2015	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:19669:11354	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:1971:21266	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:2046:10215	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:2092:13894	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:2292:10595	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:2357:10367	HLA-DRA	NA	3	NA	4	4	3	4	4
WTCHG_18627:2:101:2716:18387	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:2797:16406	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:101:2865:14748	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:101:2913:9617	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:3106:13963	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:3362:18827	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:3433:11162	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:3648:7583	HLA-DRA	NA	1	2	1	1	0	1	1
WTCHG_18627:2:101:3722:3293	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:3953:15699	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:4146:3985	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:4155:14746	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:4486:3825	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:101:4613:3224	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:4638:18270	HLA-DRA	NA	1	4	4	4	4	4	4
WTCHG_18627:2:101:4760:20926	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:101:4889:12083	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:5343:15852	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:5528:15227	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:5706:4902	HLA-DRA	NA	NA	3	3	3	2	3	3
WTCHG_18627:2:101:5973:14545	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:6123:16612	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:6134:4537	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:6169:18099	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:6319:16559	HLA-DRA	NA	2	2	2	2	1	2	2
WTCHG_18627:2:101:6349:9275	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:6396:4681	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:6525:7322	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:6861:13476	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:101:6954:20150	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:7032:11829	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:7198:3721	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:7204:9754	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:7304:8950	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:101:7407:3033	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:101:7414:12200	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:7474:7602	HLA-DRA	NA	NA	2	2	2	2	2	2
WTCHG_18627:2:101:7506:19604	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:7597:12400	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:101:7660:14161	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:101:7853:6763	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:101:7877:8929	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:101:7962:12692	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:101:8207:19647	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:101:8223:19111	HLA-DRA	NA	1	1	1	1	1	1	1
WTCHG_18627:2:101:8254:13639	HLA-DRA	NA	NA	NA	1	1	NA	1	1
WTCHG_18627:2:101:8308:4324	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:8355:5406	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:101:8422:14837	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:101:8453:3149	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:101:8567:9838	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:8595:3971	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:101:8673:7976	HLA-DRA	NA	0	0	0	0	1	0	0
WTCHG_18627:2:101:8694:14925	HLA-DRA	NA	NA	NA	1	1	NA	1	1
WTCHG_18627:2:101:8843:1901	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:101:8859:10587	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:9385:12118	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:101:9431:20214	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:101:9742:9781	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:10100:16667	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:10112:10383	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:102:10151:11664	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:10261:5184	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:10348:16182	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:102:10452:14158	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:102:10562:19115	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:10676:8714	HLA-DRA	NA	0	0	0	1	0	1	1
WTCHG_18627:2:102:10910:4031	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:102:11228:19835	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:102:11397:2421	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:11485:16519	HLA-DRA	NA	1	1	1	1	1	1	1
WTCHG_18627:2:102:11527:2877	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:11640:4083	HLA-DRA	NA	4	3	3	3	1	3	3
WTCHG_18627:2:102:11785:6279	HLA-DRA	NA	0	2	2	2	1	2	2
WTCHG_18627:2:102:11821:8085	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:102:11948:21121	HLA-DRA	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:12153:21202	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:12278:11137	HLA-DRA	NA	1	1	1	1	2	1	1
WTCHG_18627:2:102:12309:11034	HLA-DRA	NA	0	1	0	0	1	0	0
WTCHG_18627:2:102:12577:10767	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:102:12579:18638	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:102:12921:14437	HLA-DRA	NA	4	3	3	3	1	3	3
WTCHG_18627:2:102:12958:11077	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:13020:20812	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:13067:10665	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:13083:1184	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:13090:6216	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:13250:3866	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:102:13316:12343	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:1337:19664	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:13445:6376	HLA-DRA	NA	0	3	3	3	NA	3	3
WTCHG_18627:2:102:13855:20013	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:102:1387:4966	HLA-DRA	NA	1	2	2	2	1	2	2
WTCHG_18627:2:102:13962:15700	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:14156:13480	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:14162:3655	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:14449:7160	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:102:14509:5569	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:102:14558:7614	HLA-DRA	NA	NA	3	3	3	1	3	3
WTCHG_18627:2:102:14563:15298	HLA-DRA	NA	1	1	1	1	2	1	1
WTCHG_18627:2:102:14572:7086	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:14775:4305	HLA-DRA	NA	1	3	3	3	2	3	3
WTCHG_18627:2:102:14822:3124	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:14933:6817	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:15186:12067	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:15266:2616	HLA-DRA	NA	3	2	2	2	1	2	2
WTCHG_18627:2:102:15341:12561	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:15391:14870	HLA-DRA	NA	0	0	1	1	0	1	1
WTCHG_18627:2:102:15414:15846	HLA-DRA	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:15460:19456	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:102:15927:5518	HLA-DRA	NA	0	1	1	1	1	1	1
WTCHG_18627:2:102:16001:21014	HLA-DRA	NA	1	2	1	1	1	1	1
WTCHG_18627:2:102:16101:20794	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:16170:13843	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:16415:3266	HLA-DRA	NA	1	1	1	1	0	1	1
WTCHG_18627:2:102:16459:18481	HLA-DRA	NA	0	0	0	0	0	0	0
WTCHG_18627:2:102:16768:9790	HLA-DRA	NA	0	1	0	0	0	0	0
WTCHG_18627:2:102:16848:7999	HLA-DRA	NA	0	3	3	3	NA	3	3
WTCHG_18627:2:102:16904:20903	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:16906:1451	HLA-DRA	NA	NA	3	3	3	1	3	3
WTCHG_18627:2:102:17110:21185	HLA-DRA	NA	0	3	3	3	3	3	3
WTCHG_18627:2:102:17429:14836	HLA-DRA	NA	0	1	1	1	0	1	1
WTCHG_18627:2:102:17524:17444	HLA-DRA	NA	3	2	2	2	0	2	2
WTCHG_18627:2:102:17579:9499	HLA-DRA	NA	0	0	0	0	1	0	0
